t,px,py,pz,yaw,vx,vy,vz,ax,ay,az,dyaw
0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.54,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.56,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.58,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.62,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.76,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8200000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.84,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.86,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9400000000000001,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.96,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0
1.02,0.9999999999999667,2.581365426287609e-07,1.0,0.0,-9.989614001174922e-12,3.8698953272730374e-05,0.0,-2.4954591927537487e-09,0.003865590660612726,0.0,0.0
1.04,0.9999999999978748,2.061649373826032e-06,1.0,0.0,-3.1842510893433147e-10,0.00015445163128913517,0.0,-3.974110248839119e-08,0.007705382050900992,0.0,0.0
1.06,0.9999999999758734,6.946456964994952e-06,1.0,0.0,-2.4086327102590958e-09,0.00034674262323062334,0.0,-2.00249682849941e-07,0.011519431629346065,0.0,0.0
1.08,0.9999999998648931,1.6438181062668792e-05,1.0,0.0,-1.0110429302316293e-08,0.0006150576674149884,0.0,-6.299282707274937e-07,0.015307796850203654,0.0,0.0
1.1,0.9999999994863292,3.205216966994002e-05,1.0,0.0,-3.073430149582517e-08,0.0009588836511389705,0.0,-1.5307098866432742e-06,0.019070535155192712,0.0,0.0
1.12,0.9999999984713133,5.529352002263323e-05,1.0,0.0,-7.617835874465348e-08,0.0013777086102859544,0.0,-3.1591992609577067e-06,0.022807703957947886,0.0,0.0
1.1400000000000001,0.9999999961581163,8.765710155393058e-05,1.0,0.0,-1.6400834229765243e-07,0.0018710217285321277,0.0,-5.825332644848598e-06,0.026519360619060118,0.0,0.0
1.16,0.9999999914682178,0.00013062757883739687,1.0,0.0,-3.185109702385175e-07,0.0024383133359420885,0.0,-9.89105159506485e-06,0.030205562409648556,0.0,0.0
1.18,0.9999999827615736,0.00018567943449376931,1.0,0.0,-5.71720897296499e-07,0.0030790749067049488,0.0,-1.5768990652731907e-05,0.033866366461523564,0.0,0.0
1.2,0.9999999676716051,0.0002542769920415152,1.0,0.0,-9.644215664856708e-07,0.0037927990557242823,0.0,-2.3921178833251752e-05,0.03750182970211311,0.0,0.0
1.22,0.9999999429204303,0.0003378744386650717,1.0,0.0,-1.5471202279301542e-06,0.0045789795337398305,0.0,-3.485775484003514e-05,0.041112008772435815,0.0,0.0
1.24,0.9999999041148505,0.00043791584786790244,1.0,0.0,-2.380997398434657e-06,0.005437111220625645,0.0,-4.9135695909321376e-05,0.04469695992651145,0.0,0.0
1.26,0.9999998455236022,0.000555835201970087,1.0,0.0,-3.538831033439488e-06,0.006366690116478201,0.0,-6.735756018658897e-05,0.0482567389107049,0.0,0.0
1.28,0.9999997598363743,0.0006930564144021295,1.0,0.0,-5.105895680930496e-06,0.007367213330078933,0.0,-9.01702425269584e-05,0.05179140082160144,0.0,0.0
1.3,0.999999637905092,0.0008509933517381005,1.0,0.0,-7.180836884629776e-06,0.008438179064288695,0.0,-0.00011826374360247314,0.05530099994111199,0.0,0.0
1.32,0.9999994684679566,0.0010310498554021062,1.0,0.0,-9.876521101343172e-06,0.00957908659790648,0.0,-0.00015236995218815644,0.058785589547603156,0.0,0.0
1.34,0.9999992378567301,0.0012346197629725054,1.0,0.0,-1.3320861394656238e-05,0.010789436263501663,0.0,-0.00019326144048624212,0.06224522170194218,0.0,0.0
1.3599999999999999,0.9999989296877463,0.0014630869289982552,1.0,0.0,-1.7657619164220336e-05,0.012068729420707736,0.0,-0.0002417502723339322,0.06567994700743918,0.0,0.0
1.38,0.9999985245371249,0.0017178252452313347,1.0,0.0,-2.304718216662422e-05,0.013416468424446087,0.0,-0.00029868682412442126,0.06908981434275839,0.0,0.0
1.4,0.9999979996006592,0.0020001986601683804,1.0,0.0,-2.966731908027175e-05,0.014832156587530548,0.0,-0.00036495861825373334,0.07247487056695827,0.0,0.0
1.42,0.9999973283388456,0.0023115611977835198,1.0,0.0,-3.7713910862752367e-05,0.016315298137087725,0.0,-0.0004414891688871434,0.07583516019590447,0.0,0.0
1.44,0.9999964801075166,0.002653256975322966,1.0,0.0,-4.740165914486574e-05,0.017865398164213665,0.0,-0.0005292368398186069,0.07917072504938362,0.0,0.0
1.46,0.9999954197745327,0.0030266202200201603,1.0,0.0,-5.8964771900712755e-05,0.019481962566274685,0.0,-0.0006291937141746932,0.08248160386832523,0.0,0.0
1.48,0.9999941073229859,0.003432975284578383,1.0,0.0,-7.265762662806508e-05,0.02116449798124954,0.0,-0.0007423844756910877,0.0857678319016183,0.0,0.0
1.5,0.9999924974413641,0.0038736366612555054,1.0,0.0,-8.875541126753718e-05,0.022912511713500026,0.0,-0.0008698653012647311,0.08902944046208527,0.0,0.0
1.52,0.999990539101116,0.004349908994373277,1.0,0.0,-0.00010755474308288603,0.02472551165034966,0.0,-0.0010127227644582508,0.0922664564512499,0.0,0.0
1.54,0.9999881751220585,0.004863087091061041,1.0,0.0,-0.00012937426571801866,0.026603006168843032,0.0,-0.001172072749605434,0.09547890185260778,0.0,0.0
1.56,0.9999853417260584,0.005414455930031191,1.0,0.0,-0.00015455522463897505,0.02854450403205384,0.0,-0.001349059376137272,0.09866679319317948,0.0,0.0
1.58,0.9999819680794203,0.006005290668170971,1.0,0.0,-0.00018346202116123716,0.03054951427430542,0.0,-0.0015448539327174693,0.10183014097319265,0.0,0.0
1.6,0.9999779758244065,0.006636856644722481,1.0,0.0,-0.00021648274525417946,0.032617546074665445,0.0,-0.0017606538207444952,0.1049689490638083,0.0,0.0
1.62,0.9999732786003113,0.007310409382810007,1.0,0.0,-0.00025402968730528643,0.03474810861807533,0.0,-0.001997681506744153,0.10808321407286942,0.0,0.0
1.6400000000000001,0.9999677815545086,0.008027194588060943,1.0,0.0,-0.0002965398290169047,0.03694071094347517,0.0,-0.002257183483142477,0.1111729246787142,0.0,0.0
1.6600000000000001,0.9999613808438901,0.008788448144053874,1.0,0.0,-0.00034447531359774143,0.03919486177828644,0.0,-0.0025404292368734725,0.11423806093215715,0.0,0.0
1.6800000000000002,0.9999539631271038,0.009595396104314568,1.0,0.0,-0.00039832389540004677,0.04151006935861717,0.0,-0.002848710225239978,0.11727859352680182,0.0,0.0
1.7000000000000002,0.9999454050480059,0.010449254680568041,1.0,0.0,-0.0004585993691414211,0.04388584123455869,0.0,-0.0031833388584087863,0.12029448303790695,0.0,0.0
1.72,0.9999355727107296,0.011351230226942267,1.0,0.0,-0.0005258419788374246,0.04632168405994729,0.0,-0.0035456474878831617,0.12328567913008502,0.0,0.0
1.74,0.9999243211467788,0.012302519219806558,1.0,0.0,-0.0006006188065576473,0.048817103365971184,0.0,-0.003936987400257228,0.12625211973416833,0.0,0.0
1.76,0.9999114937745458,0.013304308232915474,1.0,0.0,-0.0006835241411035952,0.05137160331800932,0.0,-0.004358727815517309,0.12919373019363192,0.0,0.0
1.78,0.999896921851658,0.01435777390751674,1.0,0.0,-0.0007751798266916499,0.05398468645509828,0.0,-0.004812254889115483,0.13211042238101697,0.0,0.0
1.8,0.9998804239205477,0.01546408291706984,1.0,0.0,-0.0008762355917084618,0.05665585341143135,0.0,-0.00529897071700019,0.13500209378484904,0.0,0.0
1.82,0.9998618052476471,0.016624391926209993,1.0,0.0,-0.000987369357589428,0.05938460261930573,0.0,-0.005820292342748144,0.13786862656759913,0.0,0.0
1.8399999999999999,0.9998408572566045,0.017839847543580825,1.0,0.0,-0.0011092875278533836,0.06217042999294406,0.0,-0.006377650765900746,0.14070988659528505,0.0,0.0
1.8599999999999999,0.9998173569559168,0.01911158626814753,1.0,0.0,-0.001242725257308292,0.06501282859263008,0.0,-0.006972489950567283,0.14352572243935974,0.0,0.0
1.88,0.9997910663613773,0.020440734428591192,1.0,0.0,-0.001388446701423523,0.06791128826861016,0.0,-0.007606265833315792,0.14631596435158398,0.0,0.0
1.9,0.9997617319137339,0.021828408115374516,1.0,0.0,-0.0015472452458443855,0.0708652952842289,0.0,-0.008280445329331794,0.14908042321262813,0.0,0.0
1.92,0.9997290838919567,0.02327571310505819,1.0,0.0,-0.0017199437160036895,0.07387433191778024,0.0,-0.008996505335783845,0.15181888945519648,0.0,0.0
1.94,0.9996928358225122,0.024783744776437227,1.0,0.0,-0.001907394566763546,0.07693787604257332,0.0,-0.009755931731294477,0.15453113196251486,0.0,0.0
1.96,0.9996526838850455,0.026353588018056727,1.0,0.0,-0.0021104800519981567,0.08005540068472912,0.0,-0.010560218370374819,0.15721689694306962,0.0,0.0
1.98,0.9996083063148716,0.02798631712665708,1.0,0.0,-0.002330112374005131,0.08322637355824221,0.0,-0.011410866071641539,0.159875906782534,0.0,0.0
2.0,0.9995593628026831,0.02968299569608915,1.0,0.0,-0.0025672338126088113,0.08645025657686095,0.0,-0.012309381598595546,0.1625078588738632,0.0,0.0
2.02,0.9995054938918781,0.0314446764962318,1.0,0.0,-0.0028228168337943384,0.08972650534235978,0.0,-0.013257276631703731,0.1651124244265893,0.0,0.0
2.04,0.9994463203739231,0.03327240134143535,1.0,0.0,-0.0030978641776856146,0.09305456860879854,0.0,-0.01425606673048746,0.16768924725639056,0.0,0.0
2.06,0.9993814426821636,0.0351672009480069,1.0,0.0,-0.0033934089256540253,0.09643388772238506,0.0,-0.015307270284284958,0.17023794255606056,0.0,0.0
2.08,0.9993104402845043,0.03713009478024586,1.0,0.0,-0.00371051454631777,0.09986389603658091,0.0,-0.016412407450319452,0.1727580956490481,0.0,0.0
2.1,0.9992328710753824,0.039162090884531285,1.0,0.0,-0.004050274920163955,0.10334401830211377,0.0,-0.017572999077670612,0.17524926072678604,0.0,0.0
2.12,0.999148270767463,0.04126418571095581,1.0,0.0,-0.004413814342497224,0.1068736700315848,0.0,-0.01879056561571405,0.17771095957107857,0.0,0.0
2.14,0.9990561522834981,0.04343736392199534,1.0,0.0,-0.004802287504389645,0.11045225683838532,0.0,-0.020066626005562263,0.18014268026286145,0.0,0.0
2.16,0.998956005148786,0.04568259818769802,1.0,0.0,-0.005216879451277004,0.11407917374966355,0.0,-0.021402696553010324,0.18254387587870294,0.0,0.0
2.1799999999999997,0.9988472948846884,0.04800084896687098,1.0,0.0,-0.005658805518816363,0.11775380449311092,0.0,-0.022800289781462035,0.18491396317645967,0.0,0.0
2.2,0.9987294624036596,0.050393064273739394,1.0,0.0,-0.0061293112455890475,0.12147552075736492,0.0,-0.02426091326328533,0.187252321271557,0.0,0.0
2.2199999999999998,0.998601923406257,0.052860179429548224,1.0,0.0,-0.006629672262201914,0.12524368142585635,0.0,-0.02578606842802187,0.18955829030541058,0.0,0.0
2.24,0.9984640677806105,0.05540311679857429,1.0,0.0,-0.007161194156308097,0.1290576317839598,0.0,-0.027377249345853547,0.19183117010756323,0.0,0.0
2.26,0.9983152590048352,0.05802278550801316,1.0,0.0,-0.007725212313036129,0.13291670269933736,0.0,-0.029035941484708158,0.19407021885316117,0.0,0.0
2.2800000000000002,0.9981548335528868,0.060720081151204454,1.0,0.0,-0.008323091730284013,0.13682020977539908,0.0,-0.03076362043936945,0.1962746517174519,0.0,0.0
2.3,0.9979821003043673,0.06349588547365717,1.0,0.0,-0.008956226808301777,0.14076745247783812,0.0,-0.03256175063094123,0.1984436395290399,0.0,0.0
2.3200000000000003,0.9977963399588006,0.06635106604133596,1.0,0.0,-0.009626041112952977,0.14475771323423378,0.0,-0.034431783975002725,0.2005763074236948,0.0,0.0
2.34,0.9975968044549117,0.06928647589067095,1.0,0.0,-0.010333987112012345,0.14879025650675112,0.0,-0.036375158516782816,0.2026717335005648,0.0,0.0
2.3600000000000003,0.9973827163954561,0.07230295315975253,1.0,0.0,-0.011081545883823056,0.15286432783800494,0.0,-0.038393297031673455,0.204728947482709,0.0,0.0
2.38,0.9971532684781559,0.07540132070017622,1.0,0.0,-0.011870226797603694,0.15697915287019443,0.0,-0.04048760558939956,0.2067469293839222,0.0,0.0
2.4000000000000004,0.9969076229333227,0.07858238566900402,1.0,0.0,-0.012701567164661089,0.1611339363376535,0.0,-0.0426594720801608,0.20872460818388985,0.0,0.0
2.42,0.9966449109687511,0.08184693910031242,1.0,0.0,-0.013577131859731716,0.16532786103300542,0.0,-0.0449102647010647,0.21066086051377522,0.0,0.0
2.44,0.9963642322224916,0.08519575545580167,1.0,0.0,-0.014498512911640771,0.16956008674715153,0.0,-0.047241330401175535,0.2125545093544044,0.0,0.0
2.46,0.9960646542241248,0.08862959215394475,1.0,0.0,-0.015467329062434308,0.17382974918336763,0.0,-0.04965399328351363,0.21440432274928528,0.0,0.0
2.48,0.9957452118651745,0.09214918907716309,1.0,0.0,-0.01648522529410735,0.17813595884582917,0.0,-0.05214955296235366,0.21620901253476263,0.0,0.0
2.5,0.9954049068793183,0.09575526805651871,1.0,0.0,-0.017553872322017047,0.18247779990292975,0.0,-0.05472928287418665,0.217967233089683,0.0,0.0
2.52,0.995042707333071,0.09944853233342549,1.0,0.0,-0.018674966054038507,0.18685432902580884,0.0,-0.05739442854073347,0.21967758010701546,0.0,0.0
2.54,0.9946575471276358,0.1032296659978857,1.0,0.0,-0.01985022701448792,0.19126457420255216,0.0,-0.060146205782421636,0.22133858938994552,0.0,0.0
2.56,0.9942483255126366,0.10709933340277233,1.0,0.0,-0.021081399731807032,0.1957075335285805,0.0,-0.06298579888076872,0.2229487356750366,0.0,0.0
2.58,0.9938139066124693,0.1110581785536854,1.0,0.0,-0.02237025208897153,0.20018217397379418,0.0,-0.06591435868814874,0.22450643148512828,0.0,0.0
2.6,0.9933531189660247,0.1151068244739238,1.0,0.0,-0.023718574635556197,0.20468743012709611,0.0,-0.06893300068345838,0.22601002601471887,0.0,0.0
2.62,0.9928647550805647,0.11924587254412744,1.0,0.0,-0.025128179860360426,0.20922220291897056,0.0,-0.07204280297224308,0.22745780405065896,0.0,0.0
2.64,0.9923475710005476,0.12347590181615684,1.0,0.0,-0.026600901423469048,0.21378535832285311,0.0,-0.07524480422989188,0.22884798493106176,0.0,0.0
2.66,0.991800285892229,0.12779746830079552,1.0,0.0,-0.028138593346596835,0.21837572603608602,0.0,-0.07854000158656499,0.23017872154541985,0.0,0.0
2.6799999999999997,0.9912215816448823,0.13221110422887347,1.0,0.0,-0.02974312916053784,0.22299209814131316,0.0,-0.08192934845257585,0.23144809937899855,0.0,0.0
2.7,0.9906101024895085,0.1367173172854315,1.0,0.0,-0.031416401008517156,0.22763322774923228,0.0,-0.08541375228301623,0.232654135604662,0.0,0.0
2.7199999999999998,0.9899644546359317,0.14131658981656114,1.0,0.0,-0.03316031870421759,0.23229782762368453,0.0,-0.08899407228048085,0.23379477822537065,0.0,0.0
2.74,0.9892832059291958,0.14600937800857966,1.0,0.0,-0.03497680874323321,0.2369845687901282,0.0,-0.09267111703482678,0.2348679052706762,0.0,0.0
2.76,0.9885648855262098,0.15079611103921664,1.0,0.0,-0.036867813266680115,0.24169207912861196,0.0,-0.09644564209898347,0.23587132405062683,0.0,0.0
2.7800000000000002,0.9878079835936094,0.15567719020051515,1.0,0.0,-0.038835288975676105,0.2464189419524274,0.0,-0.10031834749991649,0.23680277047058035,0.0,0.0
2.8,0.9870109510278319,0.16065298799317368,1.0,0.0,-0.0408812059953849,0.2511636945736987,0.0,-0.1042898751839457,0.23765990841051254,0.0,0.0
2.8200000000000003,0.9861721991984242,0.16572384719207883,1.0,0.0,-0.04300754668730367,0.2559248268572321,0.0,-0.10836080639571444,0.238440329172495,0.0,0.0
2.84,0.9852900997156353,0.17089007988281096,1.0,0.0,-0.04521630440846214,0.26070077976402994,0.0,-0.11253165899021919,0.23914155100010334,0.0,0.0
2.8600000000000003,0.9843629842233655,0.1761519664689277,1.0,0.0,-0.04750948221618819,0.2654899438859418,0.0,-0.1168028846774172,0.239761018673607,0.0,0.0
2.88,0.9833891442185773,0.1815097546498652,1.0,0.0,-0.049889091517088736,0.2702906579730127,0.0,-0.121174866199056,0.24029610318487676,0.0,0.0
2.9000000000000004,0.9823668308982941,0.186963658369327,1.0,0.0,-0.05235715065888702,0.27510120745515726,0.0,-0.1256479144374907,0.2407441014960331,0.0,0.0
2.92,0.981294255035347,0.19251385673406346,1.0,0.0,-0.05491568346375546,0.27991982295988044,0.0,-0.1302222654563956,0.24110223638594797,0.0,0.0
2.94,0.980169586884049,0.19816049290298193,1.0,0.0,-0.05756671770178205,0.28474467882784166,0.0,-0.13489807747341312,0.24136765638879107,0.0,0.0
2.96,0.9789909561170124,0.20390367294656053,1.0,0.0,-0.060312283503210024,0.2895738916281443,0.0,-0.13967542776493597,0.24153743582890325,0.0,0.0
2.98,0.9777564517943427,0.20974346467658336,1.0,0.0,-0.06315441170809798,0.2944055186753237,0.0,-0.144554309503374,0.241608574956355,0.0,0.0
3.0,0.9764641223664778,0.21567989644624808,1.0,0.0,-0.06609513215205391,0.29923755655008993,0.0,-0.14953462852742158,0.24157800018763242,0.0,0.0
3.02,0.9751119757119621,0.22171295592074414,1.0,0.0,-0.06913647188671038,0.3040679396259723,0.0,-0.15461620004601312,0.2414425644559704,0.0,0.0
3.04,0.9736979792114753,0.22784258881844177,1.0,0.0,-0.07228045333362261,0.30889453860410626,0.0,-0.15979874527683485,0.24119904767592582,0.0,0.0
3.06,0.9722200598594591,0.2340686976228769,1.0,0.0,-0.07552909237029098,0.3137151590584921,0.0,-0.16508188802044788,0.24084415732686013,0.0,0.0
3.08,0.9706761044147137,0.24039114026576724,1.0,0.0,-0.07888439634703298,0.3185275399941532,0.0,-0.17046515117127464,0.2403745291600674,0.0,0.0
3.1,0.9690639595913583,0.24680972878133933,1.0,0.0,-0.08234836203345415,0.323329352420711,0.0,-0.1759479531669009,0.23978672803435003,0.0,0.0
3.12,0.967381432291576,0.25332422793230586,1.0,0.0,-0.0859229734933034,0.32811819794399866,0.0,-0.18152960437736315,0.2390772488849066,0.0,0.0
3.14,0.9656262898815888,0.25993435380787544,1.0,0.0,-0.08961019988652849,0.33289160737842577,0.0,-0.18720930343630526,0.23824251783045453,0.0,0.0
3.16,0.9637962605123277,0.26663977239424247,1.0,0.0,-0.09341199319739114,0.33764703938290863,0.0,-0.19298613351611954,0.23727889342356057,0.0,0.0
3.18,0.9618890334862898,0.27344009811805436,1.0,0.0,-0.09733028588754401,0.3423818791232817,0.0,-0.19885905854942315,0.2361826680492018,0.0,0.0
3.2,0.9599022596720934,0.2803348923634177,1.0,0.0,-0.10136698847302231,0.3470934369642052,0.0,-0.20482691939946462,0.23495006947661845,0.0,0.0
3.22,0.9578335519682614,0.2873236619630622,1.0,0.0,-0.1055239870241558,0.3517789471936837,0.0,-0.2108884299823079,0.2335772625695585,0.0,0.0
3.24,0.9556804858177856,0.29440585766434935,1.0,0.0,-0.10980314058746855,0.35643556678341776,0.0,-0.2170421733439026,0.23206035116003865,0.0,0.0
3.2600000000000002,0.9534405997750415,0.3015808725708732,1.0,0.0,-0.11420627852869653,0.36106037418830783,0.0,-0.22328659769541853,0.23039538009077248,0.0,0.0
3.2800000000000002,0.9511113961266354,0.3088480405604711,1.0,0.0,-0.11873519779612479,0.36565036818853697,0.0,-0.22962001241049645,0.22857833743142286,0.0,0.0
3.3000000000000003,0.9486903415677915,0.3162066346805314,1.0,0.0,-0.12339166010352125,0.37020246677775903,0.0,-0.2360405839883563,0.22660515687385008,0.0,0.0
3.32,0.9461748679358867,0.3236558655215559,1.0,0.0,-0.12817738903202655,0.37471350610102633,0.0,-0.24254633198699344,0.2244717203115146,0.0,0.0
3.34,0.9435623730027635,0.3311948795700108,1.0,0.0,-0.13309406705044657,0.37918023944618856,0.0,-0.249135124930996,0.222173860608187,0.0,0.0
3.36,0.9408502213274583,0.33882275754156876,1.0,0.0,-0.13814333245348587,0.38359933629260157,0.0,-0.2558046761988201,0.219707364561092,0.0,0.0
3.38,0.938035745170987,0.34653851269593555,1.0,0.0,-0.1433267762175666,0.38796738142108744,0.0,-0.2625525398946843,0.21706797606357878,0.0,0.0
3.4,0.9351162454748413,0.35434108913451806,1.0,0.0,-0.1486459387739744,0.3922808740891836,0.0,-0.2693761067105541,0.21425139947236782,0.0,0.0
3.42,0.9320889929048498,0.36222936008228657,1.0,0.0,-0.15410230669919414,0.39653622727582477,0.0,-0.27627259978402857,0.21125330318436764,0.0,0.0
3.44,0.9289512289620618,0.37020212615526,1.0,0.0,-0.15969730932241344,0.400729766999699,0.0,-0.28323907055827047,0.2080693234279833,0.0,0.0
3.46,0.9257001671623066,0.3782581136151314,1.0,0.0,-0.16543231525029897,0.4048577317156141,0.0,-0.29027239465046634,0.20469506827376066,0.0,0.0
3.48,0.9223329942860846,0.3863959726126366,1.0,0.0,-0.17130862880928305,0.40891627179331047,0.0,-0.29736926773564865,0.20112612186911377,0.0,0.0
3.5,0.9188468717004339,0.3946142754213619,1.0,0.0,-0.17732748640574075,0.4129014490832476,0.0,-0.30452620145307063,0.19735804890177133,0.0,0.0
3.52,0.9152389367544093,0.4029115146637764,1.0,0.0,-0.1834900528045828,0.41680923657398544,0.0,-0.31173951934268096,0.19338639929645557,0.0,0.0
3.54,0.9115063042498012,0.41128610153136563,1.0,0.0,-0.1897974173269435,0.42063551814586647,0.0,-0.319005352819608,0.18920671314916954,0.0,0.0
3.56,0.907646067988702,0.4197363640008437,1.0,0.0,-0.19625058996780884,0.4243760884257973,0.0,-0.3263196371949386,0.18481452590330416,0.0,0.0
3.58,0.9036553023995121,0.4282605450485095,1.0,0.0,-0.2028504974345928,0.4280266527480019,0.0,-0.3336781077514387,0.1802053737716168,0.0,0.0
3.6,0.8995310642429564,0.43685680086492223,1.0,0.0,-0.20959797910785416,0.43158282722570734,0.0,-0.3410762958832507,0.1753747994079278,0.0,0.0
3.62,0.895270394399652,0.44552319907216015,1.0,0.0,-0.2164937829255244,0.4350401389387903,0.0,-0.34850952530897106,0.17031835783218502,0.0,0.0
3.64,0.8908703197407445,0.4542577169460346,1.0,0.0,-0.22353856119221263,0.4383940262424877,0.0,-0.35597290836789863,0.16503162261231336,0.0,0.0
3.66,0.8863278550830929,0.46305823964573173,1.0,0.0,-0.23073286631535014,0.44163983920233724,0.0,-0.3634613424096217,0.15951019230602062,0.0,0.0
3.68,0.8816400052304464,0.47192255845345904,1.0,0.0,-0.23807714647015035,0.4447728401605817,0.0,-0.370969506287503,0.15374969716546438,0.0,0.0
3.7,0.8768037671020161,0.480848369026779,1.0,0.0,-0.24557174119556557,0.4477882044393124,0.0,-0.3784918569669915,0.14774580610740073,0.0,0.0
3.72,0.8718161319497983,0.48983326966641594,1.0,0.0,-0.25321687692365374,0.4506810211856945,0.0,-0.386022626260086,0.14149423395111943,0.0,0.0
3.74,0.8666740876659528,0.49887475960243605,1.0,0.0,-0.2610126624449939,0.4534462943646423,0.0,-0.39355581769764714,0.1349907489261507,0.0,0.0
3.7600000000000002,0.8613746211814908,0.5079702373017962,1.0,0.0,-0.26895908431302373,0.4560789439043621,0.0,-0.4010852035516338,0.12823118045136872,0.0,0.0
3.7800000000000002,0.8559147209574598,0.5171169988003815,1.0,0.0,-0.27705600219042814,0.45857380700020167,0.0,-0.40860432201971963,0.12121142718674316,0.0,0.0
